Timestamp,Age,Gender ,Have you heard about Artificial Intelligence (AI) being used in education? ,"Have you ever used any AI-based tool for your learning? (ChatGPT, Grammarly, Duolingo, recommendation systems in online courses) ","If yes, which AI tools have you used for learning purposes? (Multiple choice)",Do you believe AI can personalize your learning experience? ,Have you received personalized feedback or recommendations from an AI tool that helped improve your learning?,Do you think AI helps in improving student engagement and motivation?,What are the biggest challenges you see in using AI for personalized learning? (Multiple choice),Would you recommend the integration of AI tools in your university’s teaching and learning methods?,What features do you think would make AI easier to use?
11/28/2025 18:01:18,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:01:40,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:02:03,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of awareness,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:02:27,20+,Male,Yes,No,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:02:49,20+,Female,No,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:03:15,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:03:43,20+,Male,Yes,Yes,"Grammarly, Duolingo, Gemini",Strongly Agree,Not sure,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:04:09,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:04:35,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:04:57,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:05:23,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Not sure,Privacy issues,No,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
11/28/2025 18:05:41,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Not sure,Lack of human interaction,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 18:06:04,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:06:26,20+,Male,No,No,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 18:06:48,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Cost and accessibility,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 18:07:12,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:07:36,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,Not sure,Over-reliance on AI,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 18:08:00,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 18:08:23,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:08:49,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:09:14,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,No,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:09:37,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,No,Privacy issues,No,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 18:10:01,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:10:21,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:10:43,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:11:07,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:11:27,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:12:33,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:12:54,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:13:17,20+,Female,Yes,Yes,"ChatGPT, Gemini, Deepseek",Neutral,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:13:43,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Other",Neutral,Yes,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:14:03,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:14:23,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:14:46,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:15:13,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:15:32,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 18:15:53,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 19:58:28,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,Yes,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
11/28/2025 19:58:55,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 19:59:39,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:00:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:00:19,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Not sure,Over-reliance on AI,Yes,Remembering Previous Data
11/28/2025 20:00:45,20+,Male,No,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:01:06,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,Not sure,Over-reliance on AI,Maybe,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
11/28/2025 20:01:29,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
11/28/2025 20:01:55,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:02:19,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:02:41,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,No,Not sure,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:03:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:03:22,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
11/28/2025 20:03:43,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:04:02,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:04:26,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Disagree,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
11/28/2025 20:04:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Yes,Lack of human interaction,Maybe,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
11/28/2025 20:05:16,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Privacy issues,Maybe,Remembering Previous Data
11/28/2025 20:05:42,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:06:02,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 20:06:23,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,No,No,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:06:44,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,No,Privacy issues,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:07:15,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:08:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 20:08:21,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:08:43,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:09:07,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:09:42,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:10:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:10:53,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 20:12:07,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:12:28,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:12:59,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Privacy issues,No,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
11/28/2025 20:13:22,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Yes,Lack of awareness,No,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
11/28/2025 20:13:42,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:14:03,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:14:24,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
11/28/2025 20:14:44,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:15:04,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
11/28/2025 20:15:21,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:15:41,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:16:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:34:11,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:34:32,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:34:57,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:35:21,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:35:41,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:36:18,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:36:47,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:37:12,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:37:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:37:51,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:38:12,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:38:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:38:56,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:39:17,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,Not sure,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:39:39,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:39:59,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 20:40:20,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:40:42,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:41:01,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:41:23,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:41:55,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Emotion Sensing, Routine and Reminder Automation"
11/28/2025 20:42:15,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:42:39,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
11/28/2025 20:42:59,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
11/28/2025 20:43:17,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:43:52,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:44:14,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/28/2025 20:44:35,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:44:56,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:45:17,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
11/28/2025 20:45:40,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:46:06,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:46:34,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/28/2025 20:46:56,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:41:24,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:41:55,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:42:23,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:42:58,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:43:26,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:44:13,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,No,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
11/29/2025 10:44:44,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Yes,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:46:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,No,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:46:27,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:46:59,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:47:39,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:48:43,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Disagree,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:49:44,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:50:20,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:50:53,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
11/29/2025 10:53:54,20+,Female,Yes,Yes,"ChatGPT, Gemini, Other",Neutral,Not sure,Not sure,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 10:58:40,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
